15.8471 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002D0E45E1C40>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002D0E45E1BE0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002D0E45E1A30>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002D0EF454D90>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
18.8603 	EXP 	window1: mouseVisible = True
18.8605 	EXP 	window1: mouseVisible = True
18.8607 	EXP 	window1: mouseVisible = True
18.8819 	EXP 	window1: mouseVisible = True
18.8820 	EXP 	window1: mouseVisible = True
18.8823 	EXP 	window1: mouseVisible = True
18.8825 	EXP 	window1: mouseVisible = True
18.8871 	EXP 	window1: mouseVisible = True
18.8872 	EXP 	window1: mouseVisible = True
18.8874 	EXP 	window1: mouseVisible = True
18.8876 	EXP 	window1: mouseVisible = True
18.9094 	EXP 	window1: mouseVisible = True
18.9094 	EXP 	window1: mouseVisible = True
18.9097 	EXP 	window1: mouseVisible = True
18.9099 	EXP 	window1: mouseVisible = True
18.9148 	EXP 	window1: mouseVisible = True
18.9149 	EXP 	window1: mouseVisible = True
18.9151 	EXP 	window1: mouseVisible = True
18.9154 	EXP 	window1: mouseVisible = True
18.9376 	EXP 	window1: mouseVisible = True
18.9377 	EXP 	window1: mouseVisible = True
18.9380 	EXP 	window1: mouseVisible = True
18.9382 	EXP 	window1: mouseVisible = True
18.9430 	EXP 	window1: mouseVisible = True
18.9437 	EXP 	window1: mouseVisible = True
18.9689 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-5, fillColor=None, flip=False, font='Verdana', granularity=1.0, labelColor=None, labelHeight=0.017499999999999998, labelWrapWidth=None, labels=tuple(...), lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([0., 0.]), readOnly=False, self=UNKNOWN, size=array([1., 1.]), startValue=None, style='rating', styleTweaks=['triangleMarker'], ticks=array([1, 2, 3, 4, 5, 6, 7]), units='height', win=Window(...))
18.9690 	EXP 	window1: mouseVisible = True
20.1589 	EXP 	Created question = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, draggable=False, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='question', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Content', units='height', win=Window(...), wrapWidth=1)
20.1607 	EXP 	window1: mouseVisible = True
20.1609 	EXP 	window1: mouseVisible = True
20.1625 	EXP 	window1: mouseVisible = True
20.1626 	EXP 	window1: mouseVisible = True
20.1630 	EXP 	window1: mouseVisible = True
20.1632 	EXP 	window1: mouseVisible = True
20.1690 	EXP 	window1: mouseVisible = True
20.1691 	EXP 	window1: mouseVisible = True
20.1694 	EXP 	window1: mouseVisible = True
20.1697 	EXP 	window1: mouseVisible = True
20.1745 	EXP 	window1: mouseVisible = True
20.1745 	EXP 	window1: mouseVisible = True
20.1748 	EXP 	window1: mouseVisible = True
20.1751 	EXP 	window1: mouseVisible = True
20.1801 	EXP 	window1: mouseVisible = True
20.1802 	EXP 	window1: mouseVisible = True
20.1804 	EXP 	window1: mouseVisible = True
20.1807 	EXP 	window1: mouseVisible = True
20.1855 	EXP 	window1: mouseVisible = True
20.1855 	EXP 	window1: mouseVisible = True
20.1858 	EXP 	window1: mouseVisible = True
20.1861 	EXP 	window1: mouseVisible = True
20.1912 	EXP 	window1: mouseVisible = True
20.1913 	EXP 	window1: mouseVisible = True
20.1916 	EXP 	window1: mouseVisible = True
20.1918 	EXP 	window1: mouseVisible = True
20.1967 	EXP 	window1: mouseVisible = True
20.1968 	EXP 	window1: mouseVisible = True
20.1970 	EXP 	window1: mouseVisible = True
20.1973 	EXP 	window1: mouseVisible = True
20.2022 	EXP 	window1: mouseVisible = True
20.2023 	EXP 	window1: mouseVisible = True
20.2026 	EXP 	window1: mouseVisible = True
20.2028 	EXP 	window1: mouseVisible = True
20.2077 	EXP 	window1: mouseVisible = True
20.2078 	EXP 	window1: mouseVisible = True
20.2080 	EXP 	window1: mouseVisible = True
20.2083 	EXP 	window1: mouseVisible = True
20.2133 	EXP 	window1: mouseVisible = True
20.2134 	EXP 	window1: mouseVisible = True
20.2137 	EXP 	window1: mouseVisible = True
20.2140 	EXP 	window1: mouseVisible = True
20.2188 	EXP 	window1: mouseVisible = True
20.2189 	EXP 	window1: mouseVisible = True
20.2191 	EXP 	window1: mouseVisible = True
20.2194 	EXP 	window1: mouseVisible = True
20.2245 	EXP 	window1: mouseVisible = True
20.2246 	EXP 	window1: mouseVisible = True
20.2249 	EXP 	window1: mouseVisible = True
20.2251 	EXP 	window1: mouseVisible = True
20.2299 	EXP 	window1: mouseVisible = True
20.2299 	EXP 	window1: mouseVisible = True
20.2302 	EXP 	window1: mouseVisible = True
20.2305 	EXP 	window1: mouseVisible = True
20.2354 	EXP 	window1: mouseVisible = True
20.2356 	EXP 	window1: mouseVisible = True
20.2358 	EXP 	window1: mouseVisible = True
20.2361 	EXP 	window1: mouseVisible = True
20.2408 	EXP 	window1: mouseVisible = True
20.2417 	EXP 	window1: mouseVisible = True
20.2688 	EXP 	Created slider_2 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-7, fillColor=None, flip=False, font='Verdana', granularity=1.0, labelColor=None, labelHeight=0.017499999999999998, labelWrapWidth=None, labels=tuple(...), lineColor=None, markerColor=None, name='slider_2', opacity=None, ori=0.0, pos=array([0., 0.]), readOnly=False, self=UNKNOWN, size=array([1., 1.]), startValue=None, style='rating', styleTweaks=['triangleMarker'], ticks=array([1, 2, 3, 4, 5, 6, 7]), units='height', win=Window(...))
20.2689 	EXP 	window1: mouseVisible = True
20.5724 	EXP 	Created question_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-8.0, draggable=False, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='question_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Drawing style', units='height', win=Window(...), wrapWidth=1)
20.5725 	EXP 	window1: mouseVisible = True
20.5742 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
20.5742 	EXP 	window1: mouseVisible = True
20.5852 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
20.5853 	EXP 	window1: mouseVisible = True
20.5861 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
20.5862 	EXP 	window1: mouseVisible = True
20.5870 	EXP 	Created polygon = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([-0.225,  0.2  ]), size=array([0.305, 0.23 ]), units='height', vertices=ndarray(...), win=Window(...))
20.5871 	EXP 	window1: mouseVisible = True
20.5878 	EXP 	Created polygon_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, draggable=False, fillColor=array([-1, -1, -1]), fillColorSpace='rgb', fillRGB=array([-1, -1, -1]), interpolate=True, lineColor=array([-1., -1., -1.]), lineColorSpace='rgb', lineRGB=array([-1, -1, -1]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0.225, 0.2  ]), size=array([0.305, 0.23 ]), units='height', vertices=ndarray(...), win=Window(...))
20.5878 	EXP 	window1: mouseVisible = True
20.5989 	EXP 	Created image1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image1', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
20.5989 	EXP 	window1: mouseVisible = True
20.6094 	EXP 	Created image2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, draggable=False, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='image2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=512.0, units='height', win=Window(...))
20.6108 	EXP 	window1: mouseVisible = True
20.6110 	EXP 	window1: mouseVisible = True
20.6121 	EXP 	window1: mouseVisible = True
20.6122 	EXP 	window1: mouseVisible = True
20.6125 	EXP 	window1: mouseVisible = True
20.6127 	EXP 	window1: mouseVisible = True
20.6179 	EXP 	window1: mouseVisible = True
20.6180 	EXP 	window1: mouseVisible = True
20.6190 	EXP 	window1: mouseVisible = True
20.6193 	EXP 	window1: mouseVisible = True
20.6238 	EXP 	window1: mouseVisible = True
20.6239 	EXP 	window1: mouseVisible = True
20.6241 	EXP 	window1: mouseVisible = True
20.6244 	EXP 	window1: mouseVisible = True
20.6286 	EXP 	window1: mouseVisible = True
20.6287 	EXP 	window1: mouseVisible = True
20.6289 	EXP 	window1: mouseVisible = True
20.6292 	EXP 	window1: mouseVisible = True
20.6336 	EXP 	window1: mouseVisible = True
20.6337 	EXP 	window1: mouseVisible = True
20.6339 	EXP 	window1: mouseVisible = True
20.6341 	EXP 	window1: mouseVisible = True
20.6387 	EXP 	window1: mouseVisible = True
20.6387 	EXP 	window1: mouseVisible = True
20.6390 	EXP 	window1: mouseVisible = True
20.6392 	EXP 	window1: mouseVisible = True
20.6434 	EXP 	window1: mouseVisible = True
20.6435 	EXP 	window1: mouseVisible = True
20.6438 	EXP 	window1: mouseVisible = True
20.6440 	EXP 	window1: mouseVisible = True
20.6487 	EXP 	window1: mouseVisible = True
20.6488 	EXP 	window1: mouseVisible = True
20.6490 	EXP 	window1: mouseVisible = True
20.6492 	EXP 	window1: mouseVisible = True
20.6536 	EXP 	window1: mouseVisible = True
20.6537 	EXP 	window1: mouseVisible = True
20.6539 	EXP 	window1: mouseVisible = True
20.6541 	EXP 	window1: mouseVisible = True
20.6585 	EXP 	window1: mouseVisible = True
20.6585 	EXP 	window1: mouseVisible = True
20.6588 	EXP 	window1: mouseVisible = True
20.6590 	EXP 	window1: mouseVisible = True
20.6635 	EXP 	window1: mouseVisible = True
20.6635 	EXP 	window1: mouseVisible = True
20.6638 	EXP 	window1: mouseVisible = True
20.6640 	EXP 	window1: mouseVisible = True
20.6686 	EXP 	window1: mouseVisible = True
20.6687 	EXP 	window1: mouseVisible = True
20.6689 	EXP 	window1: mouseVisible = True
20.6692 	EXP 	window1: mouseVisible = True
20.6739 	EXP 	window1: mouseVisible = True
20.6740 	EXP 	window1: mouseVisible = True
20.6742 	EXP 	window1: mouseVisible = True
20.6744 	EXP 	window1: mouseVisible = True
20.6790 	EXP 	window1: mouseVisible = True
20.6791 	EXP 	window1: mouseVisible = True
20.6793 	EXP 	window1: mouseVisible = True
20.6796 	EXP 	window1: mouseVisible = True
20.6842 	EXP 	window1: mouseVisible = True
20.6849 	EXP 	window1: mouseVisible = True
20.7087 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-5, fillColor=None, flip=False, font='Verdana', granularity=1.0, labelColor=None, labelHeight=0.017499999999999998, labelWrapWidth=None, labels=tuple(...), lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([0., 0.]), readOnly=False, self=UNKNOWN, size=array([1., 1.]), startValue=None, style='rating', styleTweaks=['triangleMarker'], ticks=array([1, 2, 3, 4, 5, 6, 7]), units='height', win=Window(...))
20.7088 	EXP 	window1: mouseVisible = True
20.7107 	EXP 	Created question = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, draggable=False, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='question', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Content', units='height', win=Window(...), wrapWidth=1)
20.7122 	EXP 	window1: mouseVisible = True
20.7124 	EXP 	window1: mouseVisible = True
20.7142 	EXP 	window1: mouseVisible = True
20.7142 	EXP 	window1: mouseVisible = True
20.7145 	EXP 	window1: mouseVisible = True
20.7147 	EXP 	window1: mouseVisible = True
20.7200 	EXP 	window1: mouseVisible = True
20.7201 	EXP 	window1: mouseVisible = True
20.7203 	EXP 	window1: mouseVisible = True
20.7206 	EXP 	window1: mouseVisible = True
20.7250 	EXP 	window1: mouseVisible = True
20.7251 	EXP 	window1: mouseVisible = True
20.7254 	EXP 	window1: mouseVisible = True
20.7256 	EXP 	window1: mouseVisible = True
20.7302 	EXP 	window1: mouseVisible = True
20.7303 	EXP 	window1: mouseVisible = True
20.7306 	EXP 	window1: mouseVisible = True
20.7308 	EXP 	window1: mouseVisible = True
20.7355 	EXP 	window1: mouseVisible = True
20.7355 	EXP 	window1: mouseVisible = True
20.7358 	EXP 	window1: mouseVisible = True
20.7360 	EXP 	window1: mouseVisible = True
20.7404 	EXP 	window1: mouseVisible = True
20.7405 	EXP 	window1: mouseVisible = True
20.7408 	EXP 	window1: mouseVisible = True
20.7410 	EXP 	window1: mouseVisible = True
20.7454 	EXP 	window1: mouseVisible = True
20.7454 	EXP 	window1: mouseVisible = True
20.7457 	EXP 	window1: mouseVisible = True
20.7459 	EXP 	window1: mouseVisible = True
20.7505 	EXP 	window1: mouseVisible = True
20.7506 	EXP 	window1: mouseVisible = True
20.7508 	EXP 	window1: mouseVisible = True
20.7510 	EXP 	window1: mouseVisible = True
20.7554 	EXP 	window1: mouseVisible = True
20.7555 	EXP 	window1: mouseVisible = True
20.7557 	EXP 	window1: mouseVisible = True
20.7560 	EXP 	window1: mouseVisible = True
20.7606 	EXP 	window1: mouseVisible = True
20.7607 	EXP 	window1: mouseVisible = True
20.7609 	EXP 	window1: mouseVisible = True
20.7612 	EXP 	window1: mouseVisible = True
20.7655 	EXP 	window1: mouseVisible = True
20.7656 	EXP 	window1: mouseVisible = True
20.7658 	EXP 	window1: mouseVisible = True
20.7660 	EXP 	window1: mouseVisible = True
20.7708 	EXP 	window1: mouseVisible = True
20.7709 	EXP 	window1: mouseVisible = True
20.7711 	EXP 	window1: mouseVisible = True
20.7713 	EXP 	window1: mouseVisible = True
20.7757 	EXP 	window1: mouseVisible = True
20.7757 	EXP 	window1: mouseVisible = True
20.7760 	EXP 	window1: mouseVisible = True
20.7762 	EXP 	window1: mouseVisible = True
20.7808 	EXP 	window1: mouseVisible = True
20.7808 	EXP 	window1: mouseVisible = True
20.7811 	EXP 	window1: mouseVisible = True
20.7813 	EXP 	window1: mouseVisible = True
20.7860 	EXP 	window1: mouseVisible = True
20.7868 	EXP 	window1: mouseVisible = True
20.8118 	EXP 	Created slider_2 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-7, fillColor=None, flip=False, font='Verdana', granularity=1.0, labelColor=None, labelHeight=0.017499999999999998, labelWrapWidth=None, labels=tuple(...), lineColor=None, markerColor=None, name='slider_2', opacity=None, ori=0.0, pos=array([0., 0.]), readOnly=False, self=UNKNOWN, size=array([1., 1.]), startValue=None, style='rating', styleTweaks=['triangleMarker'], ticks=array([1, 2, 3, 4, 5, 6, 7]), units='height', win=Window(...))
20.8119 	EXP 	window1: mouseVisible = True
20.8146 	EXP 	Created question_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-8.0, draggable=False, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=1.0, italic=False, languageStyle='LTR', name='question_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Drawing style', units='height', win=Window(...), wrapWidth=1)
20.8147 	EXP 	window1: mouseVisible = True
20.8160 	EXP 	Created message_end = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Verdana', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='message_end', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
0.0032 	EXP 	slider: autoLog = True
0.0032 	EXP 	slider: styleTweaks = []
0.0032 	EXP 	slider: styleTweaks = []
0.0032 	EXP 	slider: styleTweaks = ['triangleMarker']
0.0032 	EXP 	slider: styleTweaks = ['triangleMarker']
0.0032 	EXP 	slider: contrast = 1.0
0.0032 	EXP 	slider: markerPos = None
0.0032 	EXP 	slider: autoLog = True
0.0032 	EXP 	slider_2: autoLog = True
0.0032 	EXP 	slider_2: styleTweaks = []
0.0032 	EXP 	slider_2: styleTweaks = []
0.0032 	EXP 	slider_2: styleTweaks = ['triangleMarker']
0.0032 	EXP 	slider_2: styleTweaks = ['triangleMarker']
0.0032 	EXP 	slider_2: contrast = 1.0
0.0032 	EXP 	slider_2: markerPos = None
0.0032 	EXP 	slider_2: autoLog = True
0.0032 	EXP 	slider: autoLog = True
0.0032 	EXP 	slider: styleTweaks = []
0.0032 	EXP 	slider: styleTweaks = []
0.0032 	EXP 	slider: styleTweaks = ['triangleMarker']
0.0032 	EXP 	slider: styleTweaks = ['triangleMarker']
0.0032 	EXP 	slider: contrast = 1.0
0.0032 	EXP 	slider: markerPos = None
0.0032 	EXP 	slider: autoLog = True
0.0032 	EXP 	slider_2: autoLog = True
0.0032 	EXP 	slider_2: styleTweaks = []
0.0032 	EXP 	slider_2: styleTweaks = []
0.0032 	EXP 	slider_2: styleTweaks = ['triangleMarker']
0.0032 	EXP 	slider_2: styleTweaks = ['triangleMarker']
0.0032 	EXP 	slider_2: contrast = 1.0
0.0032 	EXP 	slider_2: markerPos = None
0.0032 	EXP 	slider_2: autoLog = True
0.0152 	EXP 	Imported instructions/instructions_kitchen.xlsx as conditions, 4 conditions, 1 params
0.0155 	EXP 	Created sequence: sequential, trialTypes=4, nReps=1, seed=None
0.0156 	EXP 	New trial (rep=0, index=0): {'slide': 'instructions/Slide1.jpg'}
0.0524 	EXP 	slide_img: image = 'instructions/Slide1.jpg'
0.0524 	EXP 	slide_img: autoDraw = True
